Name,Address,Mobile,Website,Email,Products
Cyntec,"Zandsteen 15, 2132 MZ Hoofddorp, Netherlands",+31 627 042824,https://www.cyntec.com/,info-emea@cyntec.com,"DC Inductors, Filter reactors, Common mode chokes, Power transformers, Potentiometer and resistive sensor elements"
Cystech Electronics Corp.,"15F-7, No. 716, Zhongzheng Rd., Zhonghe Dist., New Taipei City 23552, Taiwan",,https://www.cystekec.com,lacey@cystek.com.tw,"SiC Schottky diodes, bipolar transistors (BJTs), Field effect transistors (MOSFETs), Darlington transistors"
Cytech Systems Limited,"Room 2501, 25th Floor, SZMPD Building, No. 6011-8, Shennan Avenue, Futian District, 518017 Shenzhen, China",,https://www.cytechsystems.com,sales@cytechsystems.com,"Integrated circuits, DC/DC converter ICs, IGBT modules"
CzechTrade,"Stepanska 567/15, 120 00 Praha 2, Czech Republic",,https://www.czechtradeoffices.com/de/de,munchen@czechtrade.cz,Economic development agencies
Da-Chung Contact Probes Enterprises,"ChungShang Road 432, ChungHo, New Taipei 23557, Taiwan",,https://www.dcprobe.com.tw,grace@dcprobe.com.tw,"Consumer electronics (CO), Electro-Mobility (E), Semiconductor test systems, Board testers, In-circuit testers, Component testers for electronics (hardware-specific)"
Dätwyler,"Highland Road 1700, Twinsburg 44087, USA",+49 1520 3107247,https://www.datwyler.com/,harald.schliessus@datwyler.com,"Electro-Mobility (E), Power Electronics and Energy Technology (PE), Housing seals, Rubber and plastic parts for connectors, Elastomers, electrical / thermal conducting, Seals"
"Dailywell Electronics Co., Ltd.","Qiaohe Rd. No. 88 4F, Zhonghe Dist., New Taipei City 235, Taiwan",,https://www.dailywell.com.tw,dw_christina@dailywell.com.tw,"Healthcare/Wearables (HW), Internet of Things (IoT) (I), Toggle switches, Switches, miscellaneous"
"Dalian Dalicap Technology Co., Ltd.","No. 21 Dong Jiagou Jinyue Str., Jinzhou Area, 116630 Dalian, China",+86 15 542624528,http://www.dalicap.com.cn,dalicap@dalicap.com.cn,"5G/6G (G), Healthcare/Wearables (HW), Ceramic capacitors, SMD capacitors, Microwave components, active, miscellaneous"
"Dalian Good Display Co., Ltd.","No. 18, Zhonghua W Rd., Ganjingzi, 116033 Dalian, China",+86 15 840632001,http://www.good-display.com,felix@good-display.com,"EP monitors, EP display elements, LCD displays, active (TFT), OLED displays"
"Dandong Dadong Coil Engineering Co., Ltd.","No. 14 Huanghai Str., Zhenxing Dist., 118000 Dandong, China",+86 150 42564269,http://www.dadongcoil.com/,dce@dadongcoil.com,"Filter coils, Coilware, application-specific, Power-supply transformers, Planar transformers"
"Danyang Hengtong Electronic Co., Ltd.","Xinqiao Ind. Zone, 212322 Danyang, China",+86 138 06101562,https://www.hengtongcnc.com,web@hengtong-elec.com,"Metal machining, Manufacturing precision drilling and milling parts"
"Shenzhen Dasen Electronics Co., Ltd.","20F, Bank of Communications Building, Shennan Avenue, 518000 Futian Dist, Shenzhen, China",+86 17 875514121,https://www.dasenic.com,dasenic@dasenic.com,"DC/DC converter ICs, IGBT modules, Field effect transistors (MOSFETs)"
Dassault Systemes Deutschland GmbH,"Meitnerstr. 8, 70563 Stuttgart, Germany",,https://www.3ds.com/de/,simulia.de.info@3ds.com,"Modeling programs, System integration programs, Libraries / databases, Simulation programs, EMI / EMC test software, Shock, vibration meters, Mechanical parameters, miscellaneous, Temperature meters"
dataTec AG,"Ferdinand-Lassalle-Str. 52, 72770 Reutlingen, Germany",,http://www.datatec.eu,info@datatec.eu,"AC / DC power supplies, battery charging, Power supplies, high-voltage, Temperature meters"
Datum Electronics Ltd,"Castle Street 1 Datum Global HQ, East Cowes PO32 6EZ, Great Britain",,https://www.datum-electronics.com,web@datum-electronics.co.uk,"Other technologies, Force, torque, torsion, stress, Mass, density, volume, Mechanical parameters, miscellaneous"
Daub CNC Technik GmbH und Co. KG,"Am Dassenborn 20, 57482 Wenden, Germany",,https://www.19zoll.com,vk@19zoll.com,"Automation (A), 19"" inserts and housings"
"David Electronics Co., Ltd.","9F-2, No. 188, Sec. 3, Datong Rd., Xizhi Dist., New Taipei City 22103, Taiwan",,https://www.daec.com.tw,sales1@daec.com.tw,"Internet of Things (IoT) (I), Power Electronics and Energy Technology (PE), Configured cable / connector combinations for consumer electronics, Powercords"
"Shenzhen DAYA Electronics Co., Ltd.","Room 1626-1633, Dong Ming Building, Minzhi Street Longhua District, 518000 Shenzhen, China",+86 134 80853808,http://www.szdaya.com,info@szdaya.com,"Bridge rectifiers, ESD protection diodes, Transient-voltage-suppression diodes (TVS diodes), Low-signal transistors"
"DBG Technology Co., Ltd.","No. 5 YongDa Rd., XiangShui River Ind. Area, Daya Bay, 516083 Huizhou, China",+86 136 02716455,http://www.dbg.ltd,winddywu@dbg.com.hk,"Screen production services, Backplane PCBs, unconfigured"
DBK EMS GmbH & Co. KG,"Nordring 26, 76761 Rülzheim, Germany",,https://www.dbk-ems.de,ems-de@dbk-group.com,"Component insertion, Assembly production, Production services for component construction and equipment manufacturing, miscellaneous, Prototyping, miscellaneous"
D+D+M Daten- und Dokumentations-Management GmbH & Co. KG (DDM),"Kegelenstr. 3-5, 70372 Stuttgart, Germany",+49 173 8780668,https://www.pcn.global,vertrieb@pcn.global,"Software documentation and quality assurance, Parts databases, also with online access, Project assistance, Obsolescence / inventory management"
ddm hopt+schuler GmbH & Co.KG,"Königsberger Str. 12, 78628 Rottweil, Germany",,http://www.hopt-schuler.com,sales@hopt-schuler.com,"NFC, RFID"
DEEPX,"Pangyoyeok-ro 241beon-gil 20, Bundang-gu, Seongnam-si, Gyeonggi-do 13494, South Korea",,https://www.deepx.ai/,info@deepx.ai,AI & Machine Learning (AI)
Dehner Elektronik GmbH,"Untere Bein 3, 65375 Oestrich-Winkel, Germany",,https://www.dehner.net,info@dehner.net,"AC/DC power supplies, single / multiple phase, AC / DC power supplies, open frame, AC / DC power supplies, configurable, AC/DC power supplies, fixed AC plug and desktop, AC/DC power supplies for medical application, Power-supply transformers, Transformers, miscellaneous, Switched-mode power supply (SMPS) transformers, Lighting transformers"
DEKA Elektronik A.S.,"Beylikdüzü OSB Bakir ve Pirinç Sanayicileri Sitesi Mustafa Kurtoglu Cad. Beylikdüzü No:35, 34520 Istanbul, Türkiye",,http://www.dekaelectronic.com,infodeka@dekaelectronic.com,"Automotive (AE), Consumer electronics (CO), Development systems, software, miscellaneous, Electronics assembly and packaging, system integration, Hardware design, Software design"
DELO Industrie Klebstoffe GmbH & Co. KGaA,"Delo-Allee 1, 86949 Windach, Germany",,http://www.delo.de,info@delo.de,
Delta Elektronika BV,"Visserdijk 4, 4301 ND Zierikzee, Netherlands",,http://www.deltapowersupplies.com,sales@delta-elektronika.nl,"Mains power devices, insert housing, AC/DC power supplies, single / multiple phase, Programmable power supplies, System power supplies, Lab power supplies, Mains power devices, application-specific"
DELTEC Automotive GmbH & Co. KG,"Dr.-Georg-Schäfer-Str. 1, 93437 Furth im Wald, Germany",,https://www.deltecgroup.com,info@deltecgroup.com,"Component insertion, Assembly production, Production services for component construction and equipment manufacturing, miscellaneous"
Delton Technology (Guangzhou) Inc.,"No. 22 Baoying South Rd., HuangPu Zone, 510730 Guangzhou, China",+86 15 995689581,https://www.delton.com.cn,patrick.yang@delton.com.cn,"HDI PCBs, Multilayer PCBs, miscellaneous, High frequency PCBs, PCBs, other"
Delvitech,"Via Pizzuolo 77, 6862 Rancate, Switzerland",,https://www.delvi.tech/,info@delvi.tech,Optical inspection systems
Demsay Elektronik,"Sahil Mahallesi, Cayirli Sok., No:2, Beylikduzu, 34520 Istanbul, Türkiye",,http://www.demsay.com,info@demsay.com,"Schottky diodes, bipolar transistors (BJTs), Field effect transistors (MOSFETs)"
"Denentech Electronic Technology Co., Ltd.","No. 96, Mid Jinghai Rd., Shaton Dist., Chang'an Town, 523800 Dongguan, China",+86 139 22507116,http://www.denentech.com,jack@deneentech.com,"5G/6G (G), Power Electronics and Energy Technology (PE), Interconnection components / systems, Interconnection components, specialized, Piezoelectric components, Magnetic and electro ceramic products"
"Depu Electronics Co., Ltd.","Rm. 2508 Dynamic Bldg., ZhongHang Rd., Futian Dist., 518031 Shenzhen, China",+86 186 82110542,http://www.depu.net,info@depu.net,"5G/6G (G), Cloud Computing/Cloud Services (C), High-voltage ICs (HVICs), Telecom ICs, miscellaneous, DC/DC converter ICs, FPGAs"
"Deqing Ding Xing Electronic Co., Ltd.","No. 899 Zhongxing North Rd., Fuxi Str., Deqing County, Zhejiang Pro., 313200 Huzhou, China",+86 134 29607257,http://www.dxelec.cn,allen_yu@dxelec.cn,"DC Inductors, Filter reactors, Power-supply transformers"
DeSta GmbH & Co KG,"Oberer Wasen 16, 73630 Remshalden-Geradstetten, Germany",,http://www.desta-microcut.de/de/,christoph.kirsch@desta-microcut.de,"Laser engraving, Wire erosion, Laser welding / cutting, Metal machining, PCBs, Small-batch manufacturing, Prototyping, miscellaneous"
Detakta Isolier- und Messtechnik GmbH & Co. KG,"Hans-Böckler-Ring 19, 22851 Norderstedt, Germany",,https://www.detakta.de,info@detakta.de,"Electro-Mobility (E), Power Electronics and Energy Technology (PE), Heat-conducting plates / washers, Thermal interface materials, Elastomers, electrical / thermal conducting, Shrink-wrap hoses"
Deutronic Elektronik GmbH,"Deutronicstraße 5, 84166 Adlkofen, Germany",,http://www.deutronic.com,sales@deutronic.com,"Chargers, battery, AC / DC power supplies, battery charging, DC/DC converter, low power <100W, DC/DC power modules > 100W, DC/DC converter for automotive and e-mobility, AC/DC power supplies, fixed AC plug and desktop, DC/DC converter for railway application, Programmable power supplies, System power supplies"
deveritec GmbH,"Bamberger Straße 1, 01187 Dresden, Germany",,https://www.deveritec.com,info@deveritec.com,"Production services for component construction and equipment manufacturing, miscellaneous"
DEWETRON GmbH,"Parkring 4, 8074 Grambach, Austria",,https://www.dewetron.com/,info@dewetron.com,"Electro-Mobility (E), Power Electronics and Energy Technology (PE), Voltmeters, Current meters, Power meters, Powerline measurement equipment IEC 1000-3-3"
DH Technologies,"No. 1030 Jinsha 1st Rd., 330200 Nanchang, China",+86 131 77784165,http://www.dhevtech.com,info@dhevtech.com,"Electro-Mobility (E), Power Electronics and Energy Technology (PE), Component, system and product development, Configured cable / connector combinations for automotive applications, Automotive plug-in connectors, Automotive relays"
Die Devices,"Wellesley Road Trafalgar House, Norwich NR15 2PD, Great Britain",,http://www.diedevices.com,sales@diedevices.com,"Miscellaneous diodes, TTL circuits, Miscellaneous transistors"
Diehl Metal Applications,"Am Stichkanal 6-8, 14167 Berlin, Germany",,https://www.diehl.com/metall,sales-berlin@diehl.com,"Automotive (AE), Electro-Mobility (E)"
Diener electronic GmbH & Co. KG Plasma Surface Technology,"Nagolder Str. 61, 72224 Ebhausen, Germany",,http://www.plasma.com,info@plasma.com,"Surface treatment, Vacuum processes, Coating technologies"
Dietze Group,"Creidlitzer Str. 10, 96450 Coburg, Germany",,https://www.dietzegroup.com/en/,info@dietzegroup.com,"Automation (A), Electro-Mobility (E), MIL connectors, Hermetically sealed connectors, Metric connectors, Feed-through terminals"
Difmicro Technology Ltd.,"Rm. 3101-06, World Trade Plaza, Block A, No. 9 Fu Hong Rd., Futian Dist., 518000 Shenzhen, China",+86 135 90454510,http://www.difmicro.com,anson.peng@difmicro.com,"Automation (A), Smart Home/Building/Infrastructure (SH), 8 bit microcontrollers, CAN controllers, CAN bus modules, Operational amplifiers"
Digi International,"Excelsior Blvd 9350, Hopkins 55343, USA",,http://www.digi.com/,ronald.singh@digi.com,"LTE, LoRa/LoRaWAN, WLAN, Zigbee, Wireless development kits, Healthcare and medical, Smart farming, Smart cities, Wireless IoT"
DigiKey,"701 Brooks Avenue South, Thief River Falls, MN 56701, USA",,http://www.digikey.com,sales@digikey.com,"Development tools, hardware, miscellaneous, LEDs, Distribution"
DigiProces,"Solsonès 87, 08211 Castellar del Vallès, Spain",,http://www.digiproces.com,info@digiproces.com,"Layout services, Coating services, Hybrid solutions, Component insertion, Bonding of dies on PCBs, Component insertion under cleanroom conditions, Housings, customer-specific, Assembly production, PCBs, Small-batch manufacturing"
Digital Circuit Ltd.,"A202, LanGuang Tech. Bldg., No. 27, Gaoxin North Sixth Rd., Nanshan Dist., 518000 Shenzhen, China",,https://www.dcpcb.com,sales@dcpcb.com,"Copper through-hole PCBs, Plated through-hole PCBs, PCBs with thick copper, PCBs on aluminum substrates, High-Tg circuit boards (HTg)"
Digital Logic,"Nemanjina 57A, 12000 Pozarevac, Serbia",+381 69 669692,https://www.d-logic.com/,sladjan.simic@d-logic.com,"NFC, RFID"
Digi-tel,"Potes Kljuc 91, 32000 Cacak, Serbia",,https://www.digitel.rs/,info@digitel.rs,"Accessories, miscellaneous"
Dinkle Enterprise,"No. 19 Wuquan 2nd Road, Wugu Dist., New Taipei City 24890, Taiwan",,https://www.dinkle.com/en/home,reese.su@dinkle.com,Thermal transfer printers
"DIOO Microcircuits Co., Ltd. Jiangsu","East Bldg., Tower C, MIXC Park, Lane 206, Haojing Rd., 201101 Shanghai, China",+86 15 201714251,http://www.dioo.com/,marketing@dioo.com,"DC/DC converter ICs, LED drivers, Linear regulators"
Diotec Semiconductor AG,"Kreuzmattenstr. 4, 79423 Heitersheim, Germany",,http://www.diotec.com,mail@diotec.com,"Avalanche diodes, Bridge rectifiers, ESD protection diodes, Rectifier diodes, Schottky diodes, SiC Schottky diodes, Transient-voltage-suppression diodes (TVS diodes), Zener diodes, Power diodes, Linear regulators, DIACs / SIDACs, bipolar transistors (BJTs), Field effect transistors (MOSFETs), IGBTs, Wide bandgap power semiconductor devices"
DISCO HI-TEC EUROPE GmbH,"Liebigstrasse 8, 85551 Kirchheim bei München, Germany",,http://www.discoeurope.com,contactsales@discoeurope.com,"Cutting; Drilling; Laser ablation; Beveling Equipment, Backgrind; Slicing; Lapping; Polishing Equipment, Dicing; Sawing; Scribing; Separation Equipment, Wafer Mount; Taping Equipment"
"Disea Electronics Co., Limited","5F, 3 Bldg., Tian Fu'An Ind. Park, HuangMaBu Comm., HangCheng Subdist., BaoAn Dist., 518126 ShenZhen, China",,http://www.diseaelec.com,mkt@diseaelec.com,"LCD displays, active (TFT)"
DISPLAY Elektronik GmbH,"Am Rauner Graben 15, 63667 Nidda, Germany",,http://www.display-elektronik.de,info@display-elektronik.de,"EP display elements, LED display elements, LCD displays, passive (STN, DSTN), LCD displays, active (TFT), OLED displays, Touch panel"
Display LC Deutschland GmbH,"Seckenheimer Landstrasse 174, 68163 Mannheim, Germany",,http://www.displaylc.com,sales@displaylc.com,"EP monitors, LCD displays, passive (STN, DSTN), LCD displays, active (TFT), OLED displays"
DISPLAY VISIONS GmbH,"Zeppelinstr. 19, 82205 Gilching, Germany",,http://www.lcd-module.com,info@lcd-module.de,"Controllers, programmable, LCD displays, passive (STN, DSTN), LCD displays, active (TFT), Liquid crystal display elements, OLED displays, Display mountings, Touch panel, Electroluminescent foils, Programming services"
DIS-TEC GmbH & Co.KG,"Auf dem Lintel 10, 27299 Langwedel, Germany",,http://www.dis-tec.de,info@dis-tec.de,
DJC Décolletage SAS,"rue des Marvays - ZI 280, 74300 Thyez, France",,https://www.djc.fr,l.gerardin@djc.fr,"Mounting, housing and bonding technology"
"DLC Display Co., Limited","403,4F,3#Building, TianFuAn Industrial Park HuangMaBu Committee, HangCheng, Baoan District, 518126 Shenzhen, China",,https://www.dlcdisplay.com,sales@dlcdisplay.com,"LCD displays, active (TFT), OLED displays, Touch panel, Display interconnection systems / components"
DMB Technics AG,"Bösch 41, 6331 Hünenberg, Switzerland",,http://www.dmbtechnics.com,info@dmbtechnics.com,"EP display elements, LED display elements, LCD monitors, LCD displays, passive (STN, DSTN), LCD displays, active (TFT), OLED displays, Touch panel"
DMC Europe GmbH,"Kurmainzer Str. 119, 61440 Oberursel, Germany",,https://www.dmctools.eu/,info@dmctools.eu,"Calibration / test equipment services, Distribution"
"Hengdian Group DMEGC Magnetics Co., Ltd.","Hengdian Industrial Area, 322118 Dongyang, Zhejiang, China",+49 69 80907408,https://dmegc.com.cn/?lang=en,sales@dmegc.com.cn,"SMD inductors, Hard-ferrite magnets, Plastic-bonded hard-ferrite magnets, Soft-ferrite products"
DMV d.o.o.,"Kraljevica Marka bb, 18000 Nis, Serbia",+381 63 428626,https://www.dmv.rs/,info@dmv.rs,
Dockweiler AG,"An der Autobahn 30, 19306 Neustadt-Glewe, Germany",,https://www.dockweiler.com,sales@dockweiler.com,
DOMINANT Semiconductors Europe GmbH,"Raiffeisenstr. 38, 74906 Bad Rappenau, Germany",,https://www.dominant-semi.com,info@dominant-semi.eu,"Automotive (AE), Lighting (L), Headlights, LED lighting, LED taillights, Ambient lights"
"Dongguan Better Electronics Technology Co., Ltd.","Room 601 of 16 Block, No. 1 Headquarters Valley, Hsinchu Rd., Songshan Lake High-tech Ind. Development Zone, 523808 Dongguan, Guangdong, China",,https://www.betterfuse.com/English/services/,happy@betterfuse.com,"Passive components, miscellaneous"
"Dongguan Aillen Electronic Technology Co., Ltd.","Building 2, No.32, Jingang Middle Road, Shatian Town, Dongguan City,, 523981 Guangdong Province, China",,http://www.aillen.com,angela.ma@aillen.com,"Electro-Mobility (E), Smart Home/Building/Infrastructure (SH), Passive components, miscellaneous, Power capacitors, SMD capacitors, SMD resistors"
"Dongguan Anzhixiang Intelligence Packing Equipment Co., Ltd.","No. 160, Changlang Rd., Changping Town, 523577 Dongguan, China",+86 181 24296040,http://www.ax-pack.com,dgsales@ax-pack.com,"Electronics assembly and packaging, Visual inspection (with image processing)"
"Dongguan Chipsen Electronics Technology Co., Ltd.","No. 234, Changhuang Rd., Changping Town, 523586 Dongguan, China",+86 138 26951468,http://www.chipsen.com.cn,sales@chipsen.com.cn,"Common mode chokes, Planar transformers, Audio transformers, Power transformers"
Dongguan City Dazhong Electronics Co. Ltd.,"No. 16, Chashang Ind. Rd., Dongcheng Str., 523121 Dongguan, China",+86 135 49241214,http://www.dgwxez.com/,yangying@dgwxez.com,"Common mode chokes, Power-supply transformers, Planar transformers, High-voltage transformers"
"Dongguancity Jinglai Electronic Co., Ltd.","No. 275, Jinxing Rd., Xixi Vlg., Liaobu Town, 523402 Dongguan, Guangdong, China",+86 138 26521112,http://www.jl-ele.com,msw@jl-ele.com,"Interconnection components / systems, Standardized connectors"
"Dongguan City Lijun Electron Technology Co., Ltd.","Rm. 501, Bldg. 3, 1 Xuyu Rd., Chang 'an Town, 523846 Dongguan, China",+86 180 38520681,http://www.powercenter.cn,fiona.feng@powercenter.cn,"Healthcare/Wearables (HW), Smart Home/Building/Infrastructure (SH), USB port, Development and design engineering, PCB connectors, Waterproof connectors"
"Dongguan Cona Electronics Technology Co., Ltd.","Bldg. A, No. 2 West of Xizheng 2nd Rd., Shajiao Comm., Humen Town, 523936 Dongguan, China",+86 139 24984648,http://www.dgkangna.com,cliff.jiang@dgkangna.com,"PCBs with thick copper, Metal core PCBs, PCBs with embedded resistors, PCBs on aluminum substrates"
"Dongguan Dasheng Electronic Co., Ltd.","3 Fl., Block 2, JingYangNanSi Str., No. 10, XiangMangXi Rd., Qingxi Town, 523660 Dongguan, China",+86 137 24494275,http://www.vytechco.net,kate.zhang@vytechco.net,"Lighting (L), Power Electronics and Energy Technology (PE), Configured cable / connector combinations for data technology, Configured cable / connector combinations for sensor / actuator applications, Configured cable / connector combinations for household equipment, Configured cable / connector combinations for laboratory / testing technology"
"Dongguan Dianwei Electronic Technology Co., Ltd.","#22, Dalingbian Rd., Shahu Comm., Tangxia Town, 523725 Dongguan, China",+86 135 37129179,http://en.dianwei.cn/,will.ma@dianwei.cn,"Display interconnection systems / components, Development tools, hardware, miscellaneous"
"Dongguan Dongsong Electronic Co., Ltd.","No. 19, Xintian Str., Baizhoubian, East Dist., 523113 Dongguan, China",+86 15 992742122,http://www.dys-cn.com,sales4@dys-cn.com,"Inverters (DC/AC), AC / DC power supplies, battery charging, AC/DC power supplies, fixed AC plug and desktop"
"DongGuan DOP Precision Electronics Co., Ltd.","59#2 Sha Chong Rd., Sha Area, ShaTou, Chang'an, 523000 DongGuan, GuangDong, China",+86 137 24471139,http://www.dop-mould.com,lisa.jiang@dop-mould.com,"Testing services, electronic components"
"DongGuan Enchuang Precision Hardware Technology Co., Ltd.","Bldg. 1, No. 1 Ind. West Rd., Houjie Town, 523950 Dongguan, China",+86 1363 1772026,http://www.diecastingconnector.com,zero@dgenchuang.com,"Interconnection components / systems, Interconnection components, specialized, Casing technology, Diodes"
"Dongguan Enkang Electronic Technology Co., Ltd.","No. 200, Xinju Rd., Shangjiao Dist., Chang'an Town, 523878 Dongguan, China",+86 132 07355945,http://www.anyconn.tw,overseas@anyconn.tw,"Power Electronics and Energy Technology (PE), Smart Home/Building/Infrastructure (SH), Configured cable / connector combinations for automotive applications, Fine-pitch connectors (board-to-board connectors), PCB connectors, Automotive plug-in connectors"
"Dongguan Enzo Metal Products Co., Ltd.","No. 58, Zhanfeng Rd., Zhongtang Town, 523000 Dongguan, China",+86 137 11900192,http://www.dgenzo.com,wendy@enzohardware.com,Metal machining
"Dongguan ExConn Electronic Technology Co., Ltd.","3, Sankeng Ind. Park, Qinghutou Vlg., Tangxia, 523726 Dongguan, China",+86 133 98364435,http://www.exconn.net.cn,market@exconn.gd,"Automation (A), Power Electronics and Energy Technology (PE), Crimp connectors, rectangular, Card plug-in connectors, Battery plug-in connectors, Charging cables for e-mobility"
"Dongguan Gaotuo Electronics Technology Co., Ltd.","3&5F, Bldg. B, Pujiang Rd. 2#, 523930 Dongguan, China",+86 189 22516196,http://www.tortai-tech.com,sales@tortai-tech.com,"PCBs, Electronics assembly and packaging"
"Dongguan Golden CEL Battery Co., Ltd.","No. 11, Jiaoyitang Yinhu Ind. Park, Tangxia Town, 523710 Dongguan, China",+86 15 889703982,http://www.celbattery.com,gavinlin@celbattery.com,"Power supplies, SmartPower components, Power, energy, Bluetooth"
"Dongguan Guangshu Electrical Technology Co., Ltd.","No. 8, Lianfeng New Rd., AilingKan Vlg., Dalingshan Town, 523820 Dongguan, China",+86 15 989369123,http://www.panfore.com,cherry.xue@panfore.com,"Inverters (DC/AC), AC/DC power supplies, fixed AC plug and desktop, AC/DC power supplies for medical application"
"Dongguan Guike Electronic Technology Co., Ltd.","A011, 1/F, Times Electronic Market, Zhangmutou Town, 523000 Dongguan, China",+86 15 217503213,https://guicker.en.alibaba.com,demi@fosan.net.cn,"Avalanche diodes, bipolar transistors (BJTs)"
"Dongguan Heju Precision Electronic Co., Ltd.","Peihouwei Group, Renzhou Vlg., Shatian Town, 523999 Dongguan, China",+86 139 25750427,http://www.cnstamping.com,delinda@cnstamping.com,"Stamped bent parts, Stamped parts / stamped parts with press fit zones, Drawn parts, Stamped parts and metal components, other"
"Dongguan Hongda Electronic Technology Co., Ltd.","Datang Ind. Zone, Houjie Vlg., Houjie Town, 523000 Dongguan, China",+86 186 64107555,http://www.hongdafuse.com,hongdafuse007@hongdafuse.com,"Safety (S), Fuses, Equipment-protection fuses, Fuse holders / sockets, Fuse terminal blocks"
"Dongguan Hongde Hardware Products Co,.Ltd.","No. 15, The 2nd West Str., Sanzhong Rd., Sanzhong Vlg., Qingxi Town, 523651 Dongguan, China",+86 138 26925532,http://www.hongdemetal.com,export@hongdemetal.com,"Carbon monoxide, Carbon dioxide, Temperature, temperature distribution"
"Dongguan Hooya Electronics Co., Ltd.","No. 60 YaYuan Rd., Sicun 1st Ind. Park, Sicun, Shijie Town, 523290 Dongguan, China",+86 138 2690-5670,http://www.hooyakaiguan.com,hooya@hooya.hk,"Healthcare/Wearables (HW), Smart Home/Building/Infrastructure (SH), Dial / rotary switches, Push-button switches, Toggle switches, Miniature switches"
"Dongguan Houke Electronic Co., Ltd.","No. 3, Gongye Str., Baihao Ind. Dist., Houjie Town, 523957 Dongguan, China",+86 139 25885616,https://www.houkem.com.cn/,kevin-zhu@houkem.com.cn,"Photodiodes, Infrared diodes (IRED), LEDs, UV products"
"DongGuan Huajing Electronic Co., Ltd.","No. 1 He Shi Rd., Huang Ni Tang, ChangPing Town, 523567 Dongguan, China",+86 136 20099726,http://www.hjbright.com,benlai@hjbright.com,"Surface-mount technology (SMT) connectors, PCB connectors, Connectors, miscellaneous, Terminals, miscellaneous"
"Dongguan Huasheng Electronic Co., Ltd.","ShiJing Ind. Park of Sang Yuan Dong Cheng, 523119 Dongguan, China",+86 15 322923086,https://www.wsheng.com,support@wsheng.com,"Electro-Mobility (E), Healthcare/Wearables (HW), Configured cable / connector combinations for industrial electronics, Configured cable / connector combinations for automotive applications, Wire harnesses, Customized cables"
"Dongguan Huiye Electronics Co., Ltd.","No. 8, Xinglong 7 Rd., Miaobianwang Vlg., Shipai Town, 523343 Dongguan, China",+86 137 98904437,https://dghuiye.cn/en/,leslie@dghuiye.cn,"Electro-Mobility (E), Power Electronics and Energy Technology (PE), Inductors and accessories, Transformers"
"Dongguan Hundu Electronic Co., Ltd.","No. 374, Zhen'an Middle Rd, Shangsha Village, Chang'an Township, 523859 Dongguan, China",+86 131 68922782,http://www.romintlmfg.com,sales@romintlmfg.com,"Automation (A), Power Electronics and Energy Technology (PE), Wire harnesses, Customized cables, Data transmission cables, Wire / cables / leads, miscellaneous"
"Dongguan JBL Tech Co., Ltd.","No. 11, Huafu Rd., Shangsha, Chang'an Town, 523867 Dongguan, China",+86 189 38526072,http://www.jblconnector.com,sales05@jblele.com,"Internet of Things (IoT) (I), Data connectors (e.g. RJ 45), Fine-pitch connectors (board-to-board connectors), PCB connectors, SMD connectors, 0.635 mm pitch"
"Dongguan Jiahao Magnetic Product Co., Ltd.","No.7 Wanghong Rd., Wangniudun Town, 523208 Wangniudun, Dongguan, China",,http://www.dawamagnet.com/,magnetndfeb2@chinadawa.com,Neodymium iron boron magnets
"Dongguan Jinbilai Communication Technology Co., Ltd.","No. 95 Jinghai East Rd., Chang'an Town, 523860 Dongguan, China",+86 135 49432238,http://www.jblcable.com,luminous@jblcable.com,"5G/6G (G), Power Electronics and Energy Technology (PE), Liquid crystal display (LCD), Interconnection components / systems, Interconnection components, specialized, Accessories"
"Dongguan Jinconn New Material Holdings Co., Ltd.","Xiao He Ind. Park, Daojiao Town, 523170 Dongguan, China",+86 14716150318,http://www.jinconn.com,leo@ct178.com,"Neodymium iron boron magnets, Samarium cobalt magnets"
"Dongguan Jingduan Precision Hardware Products Co., Ltd.","No. 9 Qifen Rd., Liaobu Town, 523420 Dongguan, China",+86 138 27272687,http://www.jprecise.com,daniel@jprecise.com,"Automation (A), Electro-Mobility (E), Wire harnesses, Press-fit connectors, Terminals / terminal strips, Connection strips"
"Dongguan JRS Electronic Technology Co., Ltd.","#1, the Sixth Rd., Ludipu Ind. Zone, Humen, 523926 Dongguan, China",+86 180 46907740,http://en.icsocket-jrs.com,jrslongtao@126.com,"Automation (A), Power Electronics and Energy Technology (PE), Plug bodies, modular, PGA sockets, Ball-grid array sockets, Sockets, miscellaneous"
"Dongguan Juyan Silicone Technology Co., Ltd.","Wufang Industry Dist., Xiansha Zone, Gaobu Town, 523285 Dongguan, China",+86 139 22502607,http://www.bello-rubber.com,info@dgbello.com,"Electro-Mobility (E), Power Electronics and Energy Technology (PE), Rubber and plastic parts for connectors, Automotive plug-in connectors, E-mobility connectors, Connectors (silicon rubber)"
"Dongguan JVT Connectors Co., Ltd.","No. 66 Chan'an Lianhu Rd., Chang'an Town, 523000 Dongguan, China",+86 137 12535997,http://www.jvtcn.com,sales10@jvt.hk,"Power Electronics and Energy Technology (PE), Smart Home/Building/Infrastructure (SH), Crimp connectors, rectangular, Surface-mount technology (SMT) connectors, DIP plug-in connectors, SM-capable connectors"
"Dongguan Kinggold Industry Co., Ltd.","No. 4, North 2nd Rd., Chikan Ind. Park, Shipai Town, 523346 Dongguan, China",+86 136 69821035,http://www.kgicn.com,export@kgicn.com,Metal machining
